cycle_number,c_rate,voltage_mean,voltage_std,current_mean,temperature_mean,discharge_capacity,soh
112,2.0,3.5145,0.2949,6.5659,37.44,3.2775,0.654714
113,2.0,3.5281,0.3017,6.42,36.84,3.2772,0.652263
114,2.0,3.5177,0.2875,6.6192,37.64,3.2525,0.652044
115,2.0,3.5007,0.2875,6.4927,38.14,3.2502,0.649456
116,2.0,3.5447,0.2941,6.469,37.5,3.238,0.649203
117,2.0,3.5299,0.2884,6.4487,37.96,3.2411,0.647331
118,2.0,3.5225,0.2921,6.6187,37.66,3.2414,0.64629
119,2.0,3.5038,0.3005,6.3001,37.13,3.211,0.64286
120,2.0,3.5171,0.2917,6.4912,37.63,3.2097,0.643168
121,2.0,3.5138,0.2978,6.334,37.79,3.2015,0.640903
122,2.0,3.5072,0.3,6.2698,36.99,3.2103,0.63975
123,2.0,3.5252,0.2974,6.4373,37.06,3.1928,0.639544
124,2.0,3.502,0.2929,6.2313,37.89,3.1905,0.63773
125,2.0,3.5076,0.2934,6.291,38.01,3.1911,0.635918
126,2.0,3.496,0.3017,6.2883,37.76,3.1775,0.633405
127,2.0,3.5053,0.2973,6.1902,37.45,3.1575,0.633213
128,2.0,3.5064,0.2991,6.4052,37.86,3.1566,0.631194
129,2.0,3.465,0.3023,6.1601,36.82,3.1492,0.63026
130,2.0,3.5063,0.3025,6.3619,38.5,3.1428,0.627822
131,2.0,3.4899,0.3037,6.1076,38.25,3.1332,0.626239
132,2.0,3.4847,0.2994,6.3369,38.55,3.1307,0.625467
133,2.0,3.4933,0.309,6.2352,37.24,3.1239,0.624038
134,2.0,3.5072,0.3058,6.4539,37.13,3.1015,0.622331
135,2.0,3.4991,0.3083,6.0114,37.07,3.1073,0.621862
136,2.0,3.4991,0.3099,6.1774,37.38,3.0974,0.619076
137,2.0,3.4838,0.31,6.2131,37.74,3.0957,0.618357
138,2.0,3.4911,0.2975,5.9917,37.51,3.0742,0.616046
139,2.0,3.4826,0.3011,6.1144,37.42,3.0764,0.615989
140,2.0,3.5032,0.311,6.0626,38.28,3.069,0.616251
141,2.0,3.4838,0.3003,6.0729,38.42,3.0556,0.611603
142,2.0,3.481,0.3099,6.0522,37.88,3.0565,0.611608
143,2.0,3.4828,0.3098,6.0208,37.44,3.0495,0.61066
144,2.0,3.4934,0.3096,6.1448,38.79,3.0351,0.609167
145,2.0,3.4891,0.3084,6.1117,37.75,3.0337,0.607371
146,2.0,3.4816,0.3152,6.0915,37.16,3.0296,0.605962
147,2.0,3.4741,0.3166,6.0691,37.1,3.0298,0.606452
148,2.0,3.4871,0.3039,6.0061,38.0,3.0067,0.602014
149,2.0,3.4942,0.3139,5.985,37.22,3.0085,0.602131
150,2.0,3.4759,0.3085,6.1653,37.4,3.0115,0.600405
151,2.0,3.4689,0.3097,6.0985,37.98,2.9881,0.600146
152,2.0,3.4894,0.3175,6.0071,38.96,3.0023,0.598523
153,2.0,3.4832,0.3127,6.0901,38.2,2.9739,0.595848
154,2.0,3.4658,0.3126,5.7787,37.85,2.9858,0.595063
155,2.0,3.4668,0.3106,6.0087,37.55,2.9754,0.593985
156,2.0,3.4801,0.3088,5.9252,37.39,2.9609,0.591925
157,2.0,3.4607,0.303,5.8596,38.24,2.9762,0.591639
158,2.0,3.4717,0.3035,5.6862,38.74,2.9541,0.592049
159,2.0,3.4795,0.3146,5.7964,38.47,2.9331,0.588534
160,2.0,3.4741,0.3085,5.942,38.18,2.9427,0.587695
161,2.0,3.475,0.3133,6.0097,37.44,2.9304,0.585083
162,2.0,3.4681,0.311,5.7526,37.83,2.9289,0.584383
163,2.0,3.4827,0.312,6.0118,38.14,2.9132,0.584436
164,2.0,3.4606,0.3131,5.8656,36.96,2.909,0.581303
165,2.0,3.4602,0.3072,5.7004,37.65,2.8915,0.579851
166,2.0,3.4716,0.3081,5.9315,37.95,2.9191,0.58121
167,2.0,3.4662,0.3203,5.6973,37.5,2.8795,0.576514
168,2.0,3.4733,0.3131,5.8666,37.91,2.8755,0.576655
169,2.0,3.4693,0.3217,5.6199,38.27,2.8711,0.575148
170,2.0,3.4497,0.3196,5.6842,37.89,2.8958,0.575566
171,2.0,3.4736,0.3178,5.8269,38.17,2.89,0.575039
172,2.0,3.4409,0.3178,5.8073,37.75,2.8719,0.572495
173,2.0,3.4374,0.3161,5.6847,37.61,2.8544,0.571512
174,2.0,3.4575,0.3178,5.678,38.88,2.8532,0.570388
175,2.0,3.4587,0.3207,5.7228,37.95,2.8429,0.567707
176,2.0,3.4457,0.3149,5.5449,38.21,2.832,0.565532
177,2.0,3.4575,0.313,5.6725,37.05,2.8317,0.565854
178,2.0,3.4389,0.32,5.6297,38.79,2.833,0.565738
179,2.0,3.4467,0.3153,5.7373,37.73,2.8238,0.563847
180,2.0,3.4441,0.3156,5.6692,37.75,2.8063,0.563332
181,2.0,3.4532,0.3289,5.6904,37.26,2.817,0.563049
182,2.0,3.4549,0.3298,5.5463,37.22,2.7837,0.559022
183,2.0,3.4439,0.3311,5.6306,37.43,2.7847,0.556325
184,2.0,3.4598,0.3238,5.3615,37.63,2.7792,0.557179
185,2.0,3.45,0.3228,5.5475,37.65,2.7907,0.55552
186,2.0,3.4369,0.3241,5.5167,38.86,2.7737,0.554485
187,2.0,3.436,0.3181,5.7946,38.15,2.7673,0.554432
188,2.0,3.44,0.3233,5.5822,37.14,2.7403,0.553495
189,2.0,3.4447,0.3193,5.4322,37.37,2.7561,0.551774
190,2.0,3.4276,0.316,5.5955,37.71,2.7339,0.549371
191,2.0,3.4331,0.3212,5.5133,38.33,2.7565,0.549063
192,2.0,3.4202,0.324,5.4724,37.88,2.7259,0.546894
193,2.0,3.4379,0.3313,5.3546,37.26,2.7259,0.546431
194,2.0,3.422,0.3253,5.4905,38.57,2.7301,0.546219
195,2.0,3.4488,0.328,5.3176,38.22,2.7052,0.54207
196,2.0,3.4425,0.3282,5.3854,38.43,2.7237,0.54515
197,2.0,3.4488,0.3329,5.2795,38.25,2.7129,0.542139
198,2.0,3.4271,0.342,5.2902,38.29,2.6981,0.541793
199,2.0,3.4237,0.3266,5.5091,39.04,2.7005,0.540133
200,2.0,3.4335,0.3336,5.5132,38.27,2.6951,0.53841
201,2.0,3.4352,0.3289,5.3788,38.1,2.7014,0.537884
202,2.0,3.4305,0.3252,5.3485,37.24,2.6938,0.53796
203,2.0,3.4096,0.3244,5.4493,37.94,2.6524,0.535967
204,2.0,3.4414,0.3284,5.1473,38.26,2.681,0.535342
205,2.0,3.4208,0.3301,5.2896,38.47,2.6633,0.534289
206,2.0,3.4173,0.3246,5.1793,37.41,2.6656,0.532832
207,2.0,3.4105,0.3346,5.4876,37.92,2.6531,0.531903
208,2.0,3.4395,0.3287,5.1581,38.28,2.652,0.529131
209,2.0,3.4178,0.3362,5.3456,38.03,2.6387,0.529279
210,2.0,3.4288,0.3305,5.2305,37.35,2.6367,0.527403
211,2.0,3.4269,0.3313,5.3391,38.48,2.6354,0.52627
212,2.0,3.4183,0.3351,5.2101,37.97,2.6195,0.524682
213,2.0,3.4132,0.3351,5.2714,38.51,2.6337,0.525958
214,2.0,3.4219,0.3328,5.3343,38.64,2.6174,0.523011
215,2.0,3.4166,0.3335,5.1601,38.2,2.6019,0.521882
216,2.0,3.4069,0.3332,5.2068,37.36,2.5955,0.519651
217,2.0,3.4246,0.3371,5.3626,38.84,2.5762,0.517185
218,2.0,3.4186,0.3275,5.2047,37.58,2.6055,0.520323
219,2.0,3.4147,0.3322,5.1151,38.42,2.594,0.517177
220,2.0,3.4247,0.327,5.2691,38.53,2.5985,0.515577
221,2.0,3.4227,0.334,5.1721,38.37,2.5638,0.515385
222,2.0,3.4165,0.3411,5.0643,38.32,2.5656,0.514176
223,2.0,3.4139,0.3352,5.0662,38.0,2.5904,0.514839
224,2.0,3.4046,0.3266,5.0481,37.52,2.5469,0.511325
225,2.0,3.418,0.3436,5.1919,37.75,2.5548,0.511382
226,2.0,3.4065,0.3328,5.1676,37.33,2.5748,0.50982
227,2.0,3.4037,0.3379,5.0997,37.1,2.5382,0.509095
228,2.0,3.3968,0.3409,4.976,37.48,2.5442,0.507759
229,2.0,3.3963,0.3374,5.0837,38.99,2.5197,0.505066
230,2.0,3.414,0.3423,5.0378,38.4,2.526,0.505502
231,2.0,3.3961,0.3385,5.0328,38.59,2.5318,0.506633
232,2.0,3.4197,0.3423,4.7707,37.91,2.5221,0.501983
233,2.0,3.4098,0.3347,4.9853,37.94,2.5311,0.503233
234,2.0,3.4,0.3394,5.1279,37.19,2.5042,0.500804
235,2.0,3.4012,0.3362,5.1155,38.65,2.5019,0.5
236,2.0,3.3893,0.3374,5.0004,38.22,2.4981,0.5
237,2.0,3.4085,0.34,5.1056,38.24,2.504,0.5
238,2.0,3.3905,0.3425,4.996,38.13,2.495,0.5
239,2.0,3.3958,0.3451,5.0316,37.52,2.4995,0.5
240,2.0,3.3848,0.3383,5.1617,38.24,2.4934,0.5
241,2.0,3.3991,0.3371,5.0487,37.88,2.502,0.5
242,2.0,3.3966,0.3389,5.0456,37.63,2.4921,0.5
243,2.0,3.3901,0.3375,4.9468,38.75,2.5263,0.5
244,2.0,3.3873,0.3351,4.9313,39.0,2.4915,0.5
245,2.0,3.3918,0.3458,5.1224,37.81,2.5095,0.5
246,2.0,3.395,0.3352,5.0363,38.22,2.4883,0.5
247,2.0,3.419,0.342,5.1106,38.75,2.4975,0.5
248,2.0,3.4057,0.3404,4.9758,38.49,2.5096,0.5
249,2.0,3.3899,0.3404,4.8912,37.8,2.4932,0.5
250,2.0,3.3851,0.3404,5.1247,38.06,2.5014,0.5
251,2.0,3.4078,0.3404,5.0023,38.86,2.5076,0.5
252,2.0,3.4049,0.3343,4.9038,37.25,2.5,0.5
253,2.0,3.4017,0.3448,4.8872,37.49,2.5127,0.5
254,2.0,3.3959,0.3407,4.8108,39.26,2.4994,0.5
255,2.0,3.3944,0.3353,5.1131,38.16,2.5003,0.5
256,2.0,3.3957,0.3441,4.8377,37.95,2.4879,0.5
257,2.0,3.3818,0.3493,4.8606,37.63,2.5018,0.5
258,2.0,3.3973,0.3422,5.0354,36.81,2.509,0.5
259,2.0,3.3931,0.3329,4.8702,38.58,2.4854,0.5
260,2.0,3.4027,0.3387,4.9897,37.47,2.5136,0.5
261,2.0,3.4004,0.3392,5.23,38.54,2.4856,0.5
262,2.0,3.3952,0.3481,4.8152,38.56,2.4948,0.5
263,2.0,3.3889,0.3422,4.9814,38.45,2.4952,0.5
264,2.0,3.3891,0.354,4.9513,38.11,2.4778,0.5
265,2.0,3.4083,0.3416,5.0399,37.61,2.4963,0.5
266,2.0,3.3992,0.3442,5.0336,38.07,2.505,0.5
267,2.0,3.4029,0.3418,5.1189,38.7,2.4933,0.5
268,2.0,3.4018,0.3307,5.0462,37.67,2.4989,0.5
269,2.0,3.398,0.3456,5.1383,37.93,2.4932,0.5
270,2.0,3.4037,0.3387,5.1281,38.41,2.4811,0.5
271,2.0,3.4046,0.3468,5.1198,38.5,2.4971,0.5
272,2.0,3.4093,0.3491,5.1215,37.92,2.5011,0.5
273,2.0,3.4031,0.3344,4.9207,37.52,2.4881,0.5
274,2.0,3.4027,0.337,5.1069,38.27,2.4979,0.5
275,2.0,3.4196,0.3417,4.9637,38.4,2.4847,0.5
276,2.0,3.3961,0.3317,4.9149,38.41,2.5145,0.5
277,2.0,3.4067,0.3341,5.1404,37.85,2.5025,0.5
278,2.0,3.4068,0.34,5.0852,37.44,2.5091,0.5
279,2.0,3.4078,0.3397,4.9127,38.0,2.4908,0.5
280,2.0,3.411,0.3409,4.947,38.05,2.508,0.5
281,2.0,3.3982,0.3439,4.8423,38.36,2.4915,0.5
282,2.0,3.4121,0.3375,4.9489,38.19,2.5087,0.5
283,2.0,3.4068,0.3346,5.1378,38.28,2.5215,0.5
284,2.0,3.3944,0.3431,4.9579,37.28,2.5127,0.5
285,2.0,3.4003,0.3355,4.9817,37.97,2.4945,0.5
286,2.0,3.3857,0.3304,4.9755,39.39,2.4848,0.5
287,2.0,3.4149,0.341,4.9807,38.71,2.4802,0.5
288,2.0,3.4064,0.3365,4.9565,38.38,2.4852,0.5
289,2.0,3.3843,0.3417,4.9482,37.79,2.4946,0.5
290,2.0,3.4151,0.335,4.9588,36.73,2.4855,0.5
291,2.0,3.3917,0.338,5.1678,38.42,2.4993,0.5
292,2.0,3.3811,0.3392,5.0325,37.89,2.511,0.5
293,2.0,3.3942,0.34,4.9855,37.8,2.4988,0.5
294,2.0,3.4093,0.3422,4.968,37.91,2.516,0.5
295,2.0,3.3698,0.3479,5.0795,38.83,2.5201,0.5
296,2.0,3.4088,0.3467,5.1994,39.16,2.5022,0.5
297,2.0,3.4039,0.3404,4.8753,38.22,2.4837,0.5
298,2.0,3.4158,0.3446,5.1057,38.78,2.4992,0.5
299,2.0,3.3974,0.3375,5.0055,38.16,2.5044,0.5
300,2.0,3.381,0.3376,5.0044,38.25,2.5122,0.5
301,2.0,3.4029,0.3402,5.0931,38.65,2.4934,0.5
302,2.0,3.3936,0.3425,4.9287,38.39,2.5023,0.5
303,2.0,3.3954,0.3383,5.0096,38.51,2.502,0.5
304,2.0,3.3901,0.3397,4.8426,39.26,2.5037,0.5
305,2.0,3.3963,0.3414,4.9447,38.27,2.494,0.5
306,2.0,3.3944,0.3387,5.1645,38.55,2.4976,0.5
307,2.0,3.3945,0.337,4.872,38.07,2.4888,0.5
308,2.0,3.3962,0.339,5.127,38.72,2.513,0.5
309,2.0,3.3914,0.3435,4.9795,38.11,2.4961,0.5
310,2.0,3.4032,0.3334,5.0995,38.04,2.4947,0.5
311,2.0,3.3999,0.3384,4.995,37.76,2.5147,0.5
312,2.0,3.3929,0.343,5.1299,38.04,2.5028,0.5
313,2.0,3.4142,0.3303,5.0667,38.74,2.5098,0.5
314,2.0,3.3915,0.3364,4.9518,38.0,2.5024,0.5
315,2.0,3.3916,0.3358,5.1316,38.99,2.5065,0.5
316,2.0,3.3997,0.3426,4.9664,38.69,2.5027,0.5
317,2.0,3.3932,0.3381,4.9073,38.11,2.4947,0.5
318,2.0,3.3992,0.3315,4.9165,38.73,2.5034,0.5
319,2.0,3.3993,0.3417,4.8564,38.12,2.5055,0.5
320,2.0,3.3996,0.3374,4.8976,38.46,2.4971,0.5
321,2.0,3.4169,0.3387,5.0035,37.79,2.4891,0.5
322,2.0,3.3895,0.339,4.9593,38.22,2.5185,0.5
323,2.0,3.4025,0.3346,5.0687,38.53,2.496,0.5
324,2.0,3.3888,0.3348,5.0688,38.81,2.4965,0.5
325,2.0,3.3936,0.344,4.9245,39.09,2.5223,0.5
326,2.0,3.4084,0.3416,4.9329,39.0,2.4985,0.5
327,2.0,3.4035,0.3407,4.7027,38.61,2.4873,0.5
328,2.0,3.4029,0.3391,5.0635,38.65,2.4897,0.5
329,2.0,3.4038,0.3391,5.1831,38.74,2.5049,0.5
330,2.0,3.4075,0.3371,5.1089,38.63,2.5038,0.5
331,2.0,3.3959,0.3427,5.0944,38.66,2.502,0.5
332,2.0,3.4062,0.344,4.9903,38.43,2.5078,0.5
333,2.0,3.3869,0.3412,5.0325,38.31,2.5118,0.5
334,2.0,3.3882,0.3422,5.1111,38.38,2.5076,0.5
335,2.0,3.3953,0.3363,4.9944,38.42,2.4992,0.5
336,2.0,3.3987,0.3361,5.0942,38.47,2.5008,0.5
337,2.0,3.3867,0.3465,5.0555,38.16,2.4838,0.5
338,2.0,3.4012,0.348,5.0217,39.0,2.4858,0.5
339,2.0,3.394,0.3429,4.8332,38.67,2.5099,0.5
340,2.0,3.3989,0.3422,5.0164,38.06,2.4926,0.5
341,2.0,3.3978,0.3454,4.9996,37.99,2.5086,0.5
342,2.0,3.3981,0.3509,5.1444,38.26,2.4833,0.5
343,2.0,3.4083,0.3363,4.916,38.56,2.4932,0.5
344,2.0,3.3882,0.3369,4.8211,38.97,2.5101,0.5
345,2.0,3.397,0.3423,5.1474,38.4,2.5041,0.5
346,2.0,3.3888,0.3404,4.9345,37.76,2.5019,0.5
347,2.0,3.3882,0.3478,5.0889,38.05,2.5173,0.5
348,2.0,3.4132,0.3398,5.0221,38.36,2.4996,0.5
349,2.0,3.4049,0.3416,4.9938,39.39,2.5016,0.5
350,2.0,3.3869,0.3409,5.0562,38.9,2.498,0.5
351,2.0,3.3903,0.3412,5.0679,38.1,2.4813,0.5
352,2.0,3.3981,0.3333,4.9148,38.32,2.5097,0.5
353,2.0,3.3988,0.3424,5.044,38.41,2.4992,0.5
354,2.0,3.4041,0.3403,5.0657,39.09,2.5031,0.5
355,2.0,3.3898,0.3346,4.9299,39.06,2.5098,0.5
356,2.0,3.4036,0.3458,5.018,38.81,2.4866,0.5
357,2.0,3.3946,0.3391,4.8835,38.02,2.5147,0.5
358,2.0,3.4119,0.3445,4.9306,39.29,2.5034,0.5
359,2.0,3.3993,0.338,4.8776,39.08,2.4752,0.5
360,2.0,3.396,0.3392,5.0656,39.18,2.5181,0.5
361,2.0,3.3806,0.3518,5.2269,38.15,2.5019,0.5
362,2.0,3.3989,0.3394,5.0894,39.12,2.5033,0.5
363,2.0,3.4066,0.3426,5.0262,38.48,2.5093,0.5
364,2.0,3.3662,0.3378,5.0764,38.73,2.4961,0.5
365,2.0,3.41,0.3427,5.0825,38.13,2.4827,0.5
366,2.0,3.3972,0.3369,4.9654,38.51,2.5085,0.5
367,2.0,3.4048,0.3398,5.0907,39.54,2.4855,0.5
368,2.0,3.4137,0.3398,5.045,38.6,2.4941,0.5
369,2.0,3.41,0.3396,5.0675,39.5,2.5058,0.5
370,2.0,3.411,0.3394,5.0642,39.22,2.4962,0.5
371,2.0,3.3992,0.3317,5.086,38.54,2.4723,0.5
372,2.0,3.3974,0.34,5.0303,39.43,2.4941,0.5
373,2.0,3.3991,0.3409,4.8686,38.61,2.5004,0.5
374,2.0,3.3978,0.3457,4.9646,38.75,2.5023,0.5
375,2.0,3.4021,0.3395,5.1237,38.65,2.4974,0.5
376,2.0,3.3914,0.3434,4.9695,38.64,2.5062,0.5
377,2.0,3.3954,0.3347,4.9447,38.7,2.4943,0.5
378,2.0,3.4032,0.3468,5.0281,38.02,2.5081,0.5
379,2.0,3.4187,0.3375,4.9282,39.32,2.5078,0.5
380,2.0,3.4189,0.3401,5.0426,39.1,2.4902,0.5
381,2.0,3.3969,0.3383,4.9355,38.54,2.4927,0.5
382,2.0,3.3921,0.3497,5.0736,38.03,2.5093,0.5
383,2.0,3.3823,0.3339,4.9196,39.64,2.4953,0.5
384,2.0,3.4022,0.3402,4.9277,38.5,2.4782,0.5
385,2.0,3.3975,0.3344,4.9509,38.45,2.4887,0.5
386,2.0,3.3915,0.3335,4.9846,38.2,2.4913,0.5
387,2.0,3.3993,0.336,5.0381,38.94,2.5069,0.5
388,2.0,3.4046,0.3446,5.0134,39.54,2.5068,0.5
389,2.0,3.4035,0.3417,5.0508,38.51,2.511,0.5
390,2.0,3.4023,0.3364,5.3378,38.26,2.5052,0.5
391,2.0,3.3952,0.3402,5.0112,38.49,2.4954,0.5
392,2.0,3.4138,0.3413,4.8659,39.43,2.5054,0.5
393,2.0,3.4073,0.3471,5.0053,39.44,2.5063,0.5
394,2.0,3.4133,0.3371,4.9139,38.91,2.501,0.5
395,2.0,3.3955,0.3486,4.871,39.09,2.5125,0.5
396,2.0,3.4024,0.3387,4.889,37.87,2.4832,0.5
397,2.0,3.4058,0.3403,5.0479,39.26,2.4997,0.5
398,2.0,3.398,0.3392,5.0851,38.07,2.5076,0.5
399,2.0,3.3862,0.3421,5.0525,38.64,2.4761,0.5
400,2.0,3.4012,0.336,4.9962,38.44,2.4979,0.5
401,2.0,3.3936,0.3346,5.038,38.43,2.5057,0.5
402,2.0,3.3969,0.3477,4.9358,39.56,2.4797,0.5
403,2.0,3.4003,0.3368,4.9965,38.92,2.4949,0.5
404,2.0,3.4018,0.343,4.9768,39.22,2.4966,0.5
405,2.0,3.3668,0.337,4.9918,38.62,2.5056,0.5
406,2.0,3.3782,0.3397,4.832,38.99,2.4879,0.5
407,2.0,3.4037,0.3401,4.998,39.45,2.4929,0.5
408,2.0,3.3861,0.343,4.9611,39.03,2.5083,0.5
409,2.0,3.3942,0.3357,4.8187,37.99,2.4897,0.5
410,2.0,3.4192,0.3441,4.9258,39.13,2.4962,0.5
411,2.0,3.3942,0.3325,5.3288,39.05,2.4986,0.5
412,2.0,3.3976,0.3406,5.1287,38.89,2.4988,0.5
413,2.0,3.3954,0.3471,5.1171,38.76,2.5011,0.5
414,2.0,3.4002,0.3417,4.9625,38.23,2.4952,0.5
415,2.0,3.3762,0.3345,4.9373,38.84,2.5121,0.5
416,2.0,3.4023,0.3465,5.1263,38.94,2.4994,0.5
417,2.0,3.3976,0.3378,5.0554,38.52,2.5042,0.5
418,2.0,3.4186,0.3406,5.1099,39.49,2.4965,0.5
419,2.0,3.4101,0.3405,4.9332,39.39,2.4861,0.5
420,2.0,3.3969,0.3439,5.0844,39.63,2.4972,0.5
421,2.0,3.3878,0.3354,4.918,37.42,2.5034,0.5
422,2.0,3.406,0.3352,4.8782,39.07,2.504,0.5
423,2.0,3.4097,0.347,5.1557,38.09,2.5019,0.5
424,2.0,3.3936,0.3456,5.0275,39.57,2.5091,0.5
425,2.0,3.4022,0.3326,5.1452,39.54,2.4905,0.5
426,2.0,3.4118,0.3457,5.043,38.85,2.5051,0.5
427,2.0,3.4012,0.3344,5.0171,37.89,2.4886,0.5
428,2.0,3.4107,0.34,5.0185,39.7,2.4975,0.5
429,2.0,3.4099,0.3387,4.958,38.57,2.5002,0.5
430,2.0,3.3946,0.3423,5.1216,39.07,2.4928,0.5
431,2.0,3.3956,0.3423,5.0555,39.14,2.5108,0.5
432,2.0,3.3969,0.3352,5.0564,38.44,2.4884,0.5
433,2.0,3.4001,0.3443,4.8363,39.57,2.5252,0.5
434,2.0,3.3814,0.3424,4.8894,38.86,2.501,0.5
435,2.0,3.392,0.3411,4.8719,38.39,2.4925,0.5
436,2.0,3.4048,0.3354,4.9633,40.23,2.5003,0.5
437,2.0,3.4022,0.3445,4.9686,39.39,2.5133,0.5
438,2.0,3.4218,0.3309,4.9261,38.45,2.4937,0.5
439,2.0,3.4149,0.3383,5.2426,39.85,2.5037,0.5
440,2.0,3.3995,0.3387,4.979,39.04,2.5061,0.5
441,2.0,3.4151,0.3252,5.051,38.94,2.5072,0.5
442,2.0,3.4021,0.3449,5.1491,38.92,2.497,0.5
443,2.0,3.3788,0.3365,5.1466,39.8,2.5109,0.5
444,2.0,3.3912,0.337,5.1548,38.74,2.4937,0.5
445,2.0,3.4084,0.3373,4.9902,38.59,2.4832,0.5
446,2.0,3.3867,0.3505,4.7938,38.98,2.492,0.5
447,2.0,3.389,0.3352,4.9009,38.79,2.4971,0.5
448,2.0,3.4118,0.3425,5.1114,39.02,2.472,0.5
449,2.0,3.3943,0.3488,5.1484,39.64,2.4953,0.5
450,2.0,3.3937,0.3338,5.0429,38.48,2.4854,0.5
451,2.0,3.3834,0.3477,5.0514,39.31,2.5075,0.5
452,2.0,3.4113,0.3395,5.2002,39.31,2.5004,0.5
453,2.0,3.4059,0.3316,5.0371,39.15,2.4927,0.5
454,2.0,3.3979,0.335,4.9641,39.88,2.487,0.5
455,2.0,3.4053,0.3468,4.95,38.66,2.5053,0.5
456,2.0,3.4094,0.339,4.9227,40.23,2.4989,0.5
457,2.0,3.3877,0.3407,4.9982,39.99,2.4988,0.5
458,2.0,3.4087,0.343,5.0419,38.96,2.4697,0.5
459,2.0,3.4065,0.3474,4.9074,38.2,2.4974,0.5
460,2.0,3.401,0.3486,5.0414,39.65,2.5024,0.5
461,2.0,3.3826,0.3404,4.993,39.44,2.5073,0.5
462,2.0,3.4001,0.3346,4.8075,38.52,2.5073,0.5
463,2.0,3.413,0.3367,4.8569,39.27,2.4993,0.5
464,2.0,3.3992,0.3369,4.8164,38.62,2.4956,0.5
465,2.0,3.3934,0.3456,5.1604,39.16,2.5068,0.5
466,2.0,3.4158,0.3401,5.1323,39.8,2.4945,0.5
467,2.0,3.4173,0.3325,5.0,38.68,2.5003,0.5
468,2.0,3.4007,0.3372,4.8578,38.84,2.5022,0.5
469,2.0,3.3919,0.3337,4.9716,39.5,2.5157,0.5
470,2.0,3.4089,0.3421,5.0121,39.42,2.5066,0.5
471,2.0,3.4072,0.3462,4.8882,38.36,2.5082,0.5
472,2.0,3.3918,0.3406,4.9449,39.07,2.4938,0.5
473,2.0,3.3856,0.3401,4.9978,38.28,2.5034,0.5
474,2.0,3.406,0.3351,5.0768,39.14,2.4947,0.5
475,2.0,3.4103,0.3335,4.7717,39.03,2.4979,0.5
476,2.0,3.4123,0.3422,4.9436,39.17,2.4767,0.5
477,2.0,3.3961,0.3401,5.0421,39.61,2.4898,0.5
478,2.0,3.3983,0.3344,4.9933,39.92,2.4778,0.5
479,2.0,3.4168,0.339,5.0408,39.33,2.4914,0.5
480,2.0,3.3981,0.3385,5.0299,38.35,2.4938,0.5
481,2.0,3.3967,0.3404,5.0041,38.95,2.5076,0.5
482,2.0,3.3982,0.3364,4.964,38.94,2.5203,0.5
483,2.0,3.3961,0.3388,4.9669,38.98,2.5028,0.5
484,2.0,3.4063,0.3338,4.7731,39.64,2.4902,0.5
485,2.0,3.4054,0.331,4.931,40.42,2.4995,0.5
486,2.0,3.3987,0.3364,4.8896,38.47,2.5026,0.5
487,2.0,3.4057,0.3375,5.0715,39.56,2.5031,0.5
488,2.0,3.395,0.3404,5.244,38.83,2.503,0.5
489,2.0,3.3951,0.3509,4.9601,38.73,2.5091,0.5
490,2.0,3.4079,0.3371,4.9359,39.28,2.5166,0.5
491,2.0,3.4079,0.3423,5.2018,39.55,2.5004,0.5
492,2.0,3.3918,0.334,5.1274,38.43,2.4745,0.5
493,2.0,3.3917,0.3375,5.1385,37.66,2.504,0.5
494,2.0,3.4002,0.3402,4.8797,39.7,2.4901,0.5
495,2.0,3.4008,0.3477,5.0385,39.19,2.4729,0.5
496,2.0,3.3903,0.3359,4.9337,38.45,2.4862,0.5
497,2.0,3.4036,0.3512,4.8671,38.47,2.4972,0.5
498,2.0,3.4064,0.3436,5.0077,39.03,2.5089,0.5
499,2.0,3.3948,0.3327,4.9594,40.04,2.4905,0.5
500,2.0,3.3993,0.3442,4.9899,38.6,2.4905,0.5
1,3.0,3.6767,0.2361,13.6878,49.35,4.5639,0.912414
2,3.0,3.6464,0.2454,13.0651,50.28,4.3833,0.875083
3,3.0,3.6267,0.2537,12.7461,50.73,4.2208,0.845614
4,3.0,3.6025,0.2657,12.4014,50.42,4.1272,0.823116
5,3.0,3.5807,0.2815,11.897,50.56,4.0219,0.80249
6,3.0,3.5752,0.2747,11.8757,49.74,3.9079,0.783011
7,3.0,3.5793,0.2752,11.5062,49.16,3.8235,0.764898
8,3.0,3.5658,0.2866,11.2982,50.74,3.7475,0.748847
9,3.0,3.5485,0.2951,11.1293,50.11,3.6671,0.734734
10,3.0,3.5116,0.3022,10.7859,50.47,3.5986,0.719144
11,3.0,3.508,0.2996,10.6429,49.69,3.5268,0.705035
12,3.0,3.5093,0.3096,10.4635,50.19,3.4724,0.692869
13,3.0,3.4838,0.3082,10.2028,49.61,3.4057,0.680261
14,3.0,3.4982,0.3096,9.9627,50.73,3.3472,0.669562
15,3.0,3.4822,0.316,9.955,51.16,3.2569,0.655424
16,3.0,3.4664,0.3148,9.7493,49.73,3.23,0.645543
17,3.0,3.4654,0.3202,9.3671,50.09,3.1677,0.635373
18,3.0,3.4533,0.3172,9.335,50.95,3.1365,0.623268
19,3.0,3.4455,0.3299,9.1525,50.24,3.0711,0.61321
20,3.0,3.4339,0.3316,8.9649,50.77,3.0054,0.602719
21,3.0,3.4282,0.3302,9.0027,50.37,2.9649,0.59419
